id,タイトル,説明文,価格,収容人数,住所,評価,サムネイル写真のURL
86,キッチン付き 撮影スタジオ 会議室 ホワイトボード 控室 AYUMI STUDIO（アユミスタジオ）市ヶ谷 神楽坂 新宿 ,"キッチン付きで料理撮影も対応できます。調理器具や食器類はひと通り揃えています。住宅地にありますので大きな音が出たり、お酒を飲んで騒ぐようなイベントやパーティー利用はできません。当方、周辺住民との調和を望んでいるため、近隣に迷惑がかかる使い方は厳禁です。セキュリティ管理として、スタジオスペースに防犯カメラを設置しています。

【機材など】
ホワイトボード
プロジェクター（Crenova XPE460）
ブルーレイプレイヤー（LG BP135）
テレビ（ハイセンス4K 43インチ）
無線スピーカー（SoundCore ポータブル Bluetooth4.0）
暗幕2枚（180×270cm）

【ケーブル類など】
HIDIケーブル
VGAケーブル
HDMI＝VGA変換アダプター
マイクロUSBケーブル
ライトニングケーブル
電源用・延長コード、3口タップ等

【家具類】
3人がけソファ × 1
1人がけソファ × 2
1人がけアームソファ × 2
1人がけ籐（ラタン）ソファ × 1
ダイニング用アームチェア × 4
ダイニング用予備チェア × 1
バランスボール × 1

ダイニングテーブル（4人がけ） × 1
ブリキテーブル × 2
茶箱テーブル × 1

三面鏡 × 1
全身鏡 × 1

【Wi-fi】
NURO光 2Gbps
J-COM 12Mbps

【キッチン設備】※利用時は要別途費用
キッチンユニット
電子レンジ
T-fal湯沸かし器
IHクッキングヒーター（2口）
電動かき氷器
鍋／フライパン／包丁等
カトラリー・食器類
※洗い物が発生する場合も「キッチン利用の対象」とさせて下さい続きを読む","￥2,200～￥10,000/時間, ￥20,000～￥50,000/日",〜9人,東京都新宿区市谷薬王寺町18Ｂ１,4.69,https://cdnspacemarket.com/uploads/drawings/417/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
87,【新宿西口駅１分】&MOKU  芝生でゴロゴロピクニック♪　イベント/セミナー/ヨガ/ママ会/ワークショップ,"▼エレベーター
・あり

▼設備
・机：2名掛け長机 8台
・椅子：20脚
・プロジェクター（ケーブル、HDMI&Mac用コネクタ有）
・ホワイトボード（180×90）

▼キッチン設備
・タコ焼き　・ホットプレート　
・ケトル　・冷蔵庫　
・包丁　・まな板　・菜箸　・ザル　・ボール
・栓抜き　・お玉　・フライ返し　

▼食器類（12名分のパーティ利用可能）
・中皿　・カップ（18名分）
・ナイフ　・フォーク　・スプーン　・箸
続きを読む","￥690～￥2,400/時間, ￥19,900～￥23,900/日",〜21人,東京都新宿区西新宿7-10-17新宿ダイカンプラザＢ館,4.4,https://cdnspacemarket.com/uploads/attachments/416697/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
88,新宿三丁目 新宿駅から駅近 徒歩3分 中規模会議室 30人まで セミナー 会議 オフ会などに最適,"机を使っての作業は24名様までのご利用に最適です。
※スペース的には30名程度はお入り頂けます

移動式会議室テーブルで、女性でもかんたんに自由にレイアウトを変更可能です。
対面形式、スクール形式などご利用用途に合わせて組み替えてください。

無線LAN完備で自由にインターネットもご利用頂けます。

【貸出設備】
デスク（1200×45 12点）
会議室用椅子 24脚 予備パイプ椅子 6脚
ホワイトボード
電源（通常電源×6 マルチタップ×24)
無線LAN
プロジェクター（有料）
コートハンガー
その他文房具

【ご活用例】

お仕事に！
●セミナー、勉強会
●会議、打ち合わせ、商談
●作業スペース
●デスクワークとして
●英会話などの個人レッスン

プライベートで！
○女子会 ママ会 パーティー
○余興リハーサル
○オフ会
○ワークショップ
○映像音声収録

ホワイトボード 文房具 マルチタップなど備品も充実しています。
ブラインドを下ろしてプロジェクター使用も可能です。

トイレはウォシュレット完備でキレイにお使い頂けます。
コートハンガーに上着をかけて頂ければ
服もしわにならず快適に集中できます。

24時間稼働なので深夜の会議にもご活用頂けます。
ビル1Fにコンビニ、徒歩3分圏内にドラッグストア、100円ショップもあり急な買い物にも便利です。

用途に合わせてお気軽にご利用くださいませ。

【よくあるお問い合わせ】
Q:内覧は可能ですか？
A:内覧・下見プランにてご予約をお願いいたします。

Qマイクを貸して欲しい
A:申し訳ございません。マイク、スピーカーのご使用は近隣の方のご迷惑になりますのでご遠慮ください続きを読む","￥800～￥2,500/時間",〜30人,東京都新宿区新宿5丁目11-13博雅ビル４Ｆ　４０３号室,4.11,https://cdnspacemarket.com/uploads/attachments/235988/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
89,＜ソフト会議室＞12名収容⭐高田馬場駅すぐ！wifi/ホワイトボード/プロジェクタ無料,"【ご利用用途】 
・会議、打ち合わせ、各種ミーティング 
・勉強会、セミナー、レッスン 
・面談、面接 
・SOHOの拠点 
・撮影・収録スタジオ（商用撮影でのご利用はお断りさせていただいております。） 
※ただし大音量や振動を伴う行為はご遠慮ください 

【設備・備品】
・Wi-Fi（無料ですので接続不良による返金は致しかねます）
・ホワイトボード（縦90cm×横180cm）
・テーブル
・椅子（内スツール2個）
・EPSON製の高品質プロジェクター（HDMI、USB、VGA、RGB等入力可）（無料ですので接続不良による返金は致しかねます）
・HDMIケーブル/VGAケーブル
・ハンガーラック
・文房具類各種

※土足厳禁です。スリッパをご用意しております。
※トイレは室内にございます。
※室内、建物内すべて禁煙です。建物内に喫煙所はございません。
※当スペースは防犯を目的として防犯カメラを設置しております。予めご了承ください。続きを読む","￥100～￥1,280/時間, ￥2,940/4時間～￥6,000/6時間, ￥7,840～￥11,800/日",〜12人,東京都新宿区高田馬場2-19-7,4.14,https://cdnspacemarket.com/uploads/attachments/413777/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
90,【スペースマーケット新宿歌舞伎町】⭐️トップホスト認定⭐️映画撮影の行われたラグジュアリーな空間でカラオケパーティ🎤,"■ 間取り
1R（約75㎡)

■ 収容人数
・最大：45名
・最適：30~35名

■ 設備
・カラオケ
・テレビ
・ソファー
・テーブル
・キッチンツール

■食器
・グラス
・マグカップ
・お箸
・フォーク
・スプーン
・ナイフ

■ 調理器具
・包丁
・調理用ハサミ
・フライパン
・片手鍋
・フライ返し
・お玉

■調理家電
・冷蔵庫
・電子レンジ続きを読む","￥1～￥6,980/時間, ￥15,800～￥69,800/日",〜45人,東京都新宿区歌舞伎町2-9-1ＳＯＰＨＩＡ３ビル３階　クラブ城,4.4,https://cdnspacemarket.com/uploads/attachments/393093/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
91,直前割20％✨非日常な体験と快適な空間で85型TV・映画鑑賞会・ゲーム・パーティ・オープンキッチン付き✨ゴミ捨て場有,"■ 収容人数
・最大：24名
・最適：~20名

■設備
Wi-Fi（最大１Gbps）
Nespresso エキスパート（カプセルは有料）
ダイソンコードレス式掃除機
DVD/BDプレーヤー

■家具
ソファー3人掛けx2
ソファー4人掛けx2
オフィスチェーア×2（白）
カウンターチェーアー×4
ダイニングチェアー×4
サイドテーブル キャスター付き×4
ダイニングテーブル

■音響
ヤマハ　YSP-1600
Bluetooth対応可能

■テレビ 高画質4K液晶テレビ85インチ KJ-85X8500F
・Android TV
・HDMI
・HDMI 4K
・HDMI延長コード
・Iphone HDMI変換ケーブル 
・Netflix
・Abema TV
・YOUTUBE
・Hulu
・U-NEXT
(アカウントはご自身のものを用意してください）

■備品
・iPhone充電器
・Android充電器
・USBケーブル（10ポート）

■ 調理器具
・IHコンロ（4口）
・デロンギ電気ケトル
・カセットコンロx2（ガスはご持参ください）
・まな板×1
・包丁x4
・調理用ハサミ
・32㎝鍋
・フライパン
・フライパン返し
・片手鍋
・おたま
・穴あきおたま
・ピーラー
・ワインクーラー
・水蒸気オーブンレンジ(日立MRO-SV3000)
・業務製氷機
・業務冷蔵庫
・業務冷凍庫

■ 食器
・大皿×5
・皿×24
・スープ皿×24
・カトラリー×各24
・箸×24

■調味料
・油
・醬油
・塩
・砂糖
・胡椒

■ ドリンク
・シャンパングラス×20
・グラス×24
・ワイングラス×24
・ソースグラス×12
・オーブン対応皿×10
・ケーキスタンド29cm
・水切りボウル
・プラスチックコップ×6
・コーヒーカップ×6


■ トイレ
・温水洗浄便座
続きを読む","￥1,980～￥4,980/時間, ￥29,800～￥49,800/日",〜24人,東京都新宿区四谷4-29-12,4.79,https://cdnspacemarket.com/uploads/drawings/819/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
92,✨エリア最安値✨＜ビレッジスペース＞東新宿駅徒歩4分♪パーティー/セミナー/着付け練習なども♪,"【設備】
・テレビ
・Blu-ray対応DVDプレイヤー
・モニター
・プロジェクター
・ホワイトボード

＜キッチン設備＞
・食器類（大皿2枚・中皿8枚・小皿10枚、ガラス小皿10個、ボール8個、サラダボウル1個、マグカップ6個、グラス小8個、グラス大12個、箸15善、カトラリーセット＜スプーン10、フォーク10、ナイフ10、デザートスプーン10、デザートフォーク9＞）
・調理器具（おたま1個、トング1個、ピーラー1個、ザル1個、ボウル2個、栓抜き1個・キッチンバサミ1個、菜箸1膳、まな板1枚、包丁1本、泡立て器1個、木べら2個、計量スプーン（大・中・小）1個、計量カップ1個）
・フライパン1個
・卵焼き用フライパン1個
・小鍋1個
・鍋1個
・土鍋1個
・ケトル1個
・たこ焼き器1個
・電子レンジ（オーブン機能なし）1台
・冷蔵庫1台
・ガスコンロ　3口

【禁止事項】
・スペース内での喫煙行為
・建物内の汚損、破損行為
・ゴミを無断で置いて帰ること（ゴミを置いて帰る場合は必ず清掃オプションをご購入下さい。）
・過度の騒音

※当スペースは防犯を目的として防犯カメラを設置しております。予めご了承ください。
※ゴミを置いて帰りたい方は、必ず「ゴミ回収・室内清掃オプション」を購入してください。無断でゴミを置いていった場合は、緊急清掃費を追加決済致します。
※「ゴミ回収・室内清掃オプション」購入者は、ゴミは必ず分別してください。分別していなかった場合は分別対応費用を追加決済致します。続きを読む","￥500～￥2,000/時間, ￥5,400/4時間～￥10,800/6時間, ￥15,000～￥20,000/日",〜16人,東京都新宿区大久保1-12-3,4.6,https://cdnspacemarket.com/uploads/attachments/444030/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
93,【パーティ/ポートレート/EC・雑誌】キッチン利用・子供連れ可★神楽坂・市ヶ谷,"牛込神楽坂駅から徒歩5分のところにある住宅をリノベーションした空間です。
アクセスが良いですが、周りは静かで落ち着いた雰囲気です。
企業様のMTG/イベントスペースやパーティ等、多目的にご利用下さい。

【主なご利用用途】
会議
写真撮影
キッチン利用
パーティ(ハロウィン・クリスマスイベント・忘年会・女子会)

【周辺情報】
コンビニ 徒歩3分
スーパーマーケット・ドラッグストア　徒歩2分

※本スペースは、管理者が居住しており、外出時にレンタルする形式となっております。ご留意ください。
続きを読む","￥500～￥2,980/時間, ￥29,800/日",〜12人,東京都新宿区二十騎町,4.83,https://cdnspacemarket.com/uploads/drawings/1028/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
94,運営の控えスペース有！新宿区下落合・音響設備が充実！一室貸切で講座やセミナー・撮影・ファンミ・イベント開催に大人気！,"地下にある一室貸切のレンタルスペースです。 
誰にも邪魔されずに自分たちの時間を楽しめます。

地下ですが大きな窓から自然光が入ります。真っ白な壁で明るく清潔感のあるお部屋です。

60㎡のおおきな広々としたスペースで、セミナー、研修、会議、撮影、展示会、ファンミーティングやハロウィンパーティー、クリスマスパーティーなど幅広くご利用頂けます。

真っ白な壁なので撮影にも人気。ロケ撮影やテレビ撮影の控室としても好評です。

座席はレイアウト変更可能です。
ミキサーあり。音響施設に自信あり。
プロ監修の設備で臨場感ある音響をお楽しみください。
地下一階なので多少音を出すイベントにもお使いいただけます。 

■机：2名掛け×7台　3名掛け×7台
■イス：背もたれ付き40脚
■プロジェクター：無料
■スクリーン：無料（正面壁に専用の塗料が塗ってあります）
■WIFI：無料 
■ホワイトボード：無料 
■スピーカー：無料
■音響ミキサー：無料
※キッチンはありませんが冷蔵庫で飲食物を冷やすことは可能です。
※無線マイク（3本）、DVDプレイヤー、CDプレイヤーお貸出し可能。（各2160円/日)

【ご利用用途】
パーティ、セミナー、ロケ撮影、テレビ撮影、控室、ママ会、ビデオ収録、コスプレ撮影、研修、会議、ミーティング、合宿、セミナー、勉強会、ワークショップ、ライブ、送別会、歓迎会、お茶会、展示会、受注相談会、上映会、演奏会、演劇、上演会、トークショー、小劇場、活弁、ヨガ、フリマ、ハロウィンパーティー、クリスマスパーティー、女子会、誕生日会、発表会、相談会、総会、ウェビナー開催、各種教室開催に最適です。続きを読む","￥3,900/時間",〜40人,東京都新宿区下落合4-6-14ジ・アネックスビルＢ１,4.68,https://cdnspacemarket.com/uploads/attachments/175285/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
95,新宿区 四谷 【サロンラシーヌ】各種パーティー、イベント等に。カジュアルな雰囲気で寛げるスペースです。2～30名様迄対応,"1LDKのマンションタイプのレンタルスペースです。 アットホームな雰囲気の空間です。
様々な設備を取り揃えており、幅広い用途でご利用頂けます。
パーティ・撮影・上映会・イベント・歓迎会・送迎会・会議・ミーティングなどにおすすめです。

【設備・備品】
《家電類》
50インチの大型テレビ、DVDプレイヤー、ＣＤプレイヤー、ミニステレオ(ipodなど接続可能)

《調理系設備》
電子レンジ、IHコンロ1卓、大型冷蔵庫、お皿・グラス類・カトラリー(約20名様分ご用意)、鍋、フライパン、、シンク、各種調理器具

《テーブル・椅子》
大型ダイニングテーブル×1【8名様程度】、ローテーブル×1、バーテーブル小×2。
大型ソファ【５名様程度着席可能】×1、２人がけソファ×1、1人がけソファ×1、カウンターチェア×3、ダイニングチェア×4、スタッキングチェア×８の23席。

絨毯敷きなので、床にも座ってお寛ぎ頂けます。
続きを読む","￥3,000～￥5,000/時間",〜30人,東京都新宿区荒木町15サンシャトー四谷　８階,4.62,https://cdnspacemarket.com/uploads/attachments/66302/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
96,築53年の古民家にある閑静な和洋室！☑広々43㎡ ☑浴衣パーティー ☑ライブイベント ☑ゴミ処理無料 【Kori/神楽坂駅すぐ】,"◆間取り
43㎡

◆収容人数
最大40人(立食・椅子のみ)
最適20人～30人(着席・床座り)

LOW HEAT(プルーム・テック)※ご利用の際はオプションよりご選択下さい。

【同スぺース内：他の会場】
①和室12帖　https://spacemarket.com/spaces/koori/rooms/aIQwAIL5B2Rc0Wjc
②2階中会議室　https://spacemarket.com/spaces/koori/rooms/yJLf7fedf6A1t4nF
③全館貸切　https://spacemarket.com/spaces/koori/rooms/ZR5r4LVNLwRA1Zfd

■ 設備・備品
・ホワイトボード(2,000円)
・プロジェクター(２台迄)とスクリーン（無料)
・Bluetoothスピーカー(1台)とスピーカー(1台)
・有線マイク(3台)とアンプ
・ＤＶＤプレイヤー（要予約）
・高速 Deco wi-fi
・長方形テーブル６台
・折畳テーブル1９台
・椅子５０脚

■食器
・グラス(100円/個)
・割箸（人数分/無料)
・各種お皿(50円/枚)
.・紙コップ(人数分は無料)

■ 調理器具
・フライパン
・お鍋
・フライ返し
・お玉

■調理家電
・オーブンレンジ(1台/無料)
・湯沸しポット(1点/無料)
・ホットプレート(1点/100円)
・鍋セット(一式)(２点迄/250円)
・IHヒーターセット(1点/100円)

■サービス
・コーヒーメーカーにて飲み放題(お部屋料金　14300円以上）
・冷蔵庫にてお預かりサービス
・ネスカフェ・ドルチェグスト
・氷(１００円で使い放題！）

English Available. Please contact us for more details.続きを読む","￥2,300～￥6,120/時間, ￥23,100～￥35,000/日",〜40人,東京都新宿区天神町17番地,4.91,https://cdnspacemarket.com/uploads/drawings/525/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
97,新宿駅から徒歩3分駅近中規模会議室 32人まで セミナー 会議 オフ会など最適なスペースです,"机を使っての作業は32名様までのご利用に最適です。
※スペース的には35名程度はお入り頂けます

移動式会議室テーブルで、女性でもかんたんに自由にレイアウトを変更可能です。
対面形式、スクール形式などご利用用途に合わせて組み替えてください。

無線LAN完備で自由にインターネットもご利用頂けます。

【貸出設備】
デスク（1800×45 8点 1200×45 2点）
会議室用椅子 26脚 予備パイプ椅子 6脚
ホワイトボード
電源（通常電源×6 マルチタップ×24)
無線LAN
プロジェクター（有料）
コートハンガー
その他文房具

【ご活用例】

お仕事に！
●セミナー、勉強会
●会議、打ち合わせ、商談
●作業スペース
●デスクワークとして
●英会話などの個人レッスン

プライベートで！
○女子会 ママ会 パーティー
○余興リハーサル
○オフ会
○ワークショップ
○映像音声収録

ホワイトボード 文房具 マルチタップなど備品も充実しています。
ブラインドを下ろせばプロジェクター使用も可能です。

トイレはウォシュレット完備でキレイにお使い頂けます。
コートハンガーに上着をかけて頂ければ
服もしわにならず快適に集中できます。

24時間稼働なので深夜の会議にもご活用頂けます。
徒歩1分圏内にコンビニ、徒歩3分圏内にドラッグストアもあり急な買い物にも便利です。

用途に合わせてお気軽にご利用くださいませ。

【よくあるお問い合わせ】
Q:内覧は可能ですか？
A:内覧・下見プランでご予約をお願いいたします。

Qマイクを貸して欲しい
A:申し訳ございません。マイク、スピーカーのご使用は近隣の方のご迷惑になりますのでご遠慮ください 続きを読む","￥1,100～￥2,500/時間",〜32人,東京都新宿区西新宿7-18-12新都心ビル１０２号室,4.27,https://cdnspacemarket.com/uploads/attachments/235989/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
98,052【スペレンBiz曙橋】シンプルな会議室/最大6名/ホワイトボード/プロジェクター無料/飲食可/セミナー/ワークショップ,"【設備】
・テーブル
・椅子×６
・冷暖房
・ホワイトボード（専用ペンは赤・青・黒）
・電源
・プロジェクター
・トイレ（2階に男女それぞれのお手洗いが利用いただけます）
・シンク（2階にミニシンクがあり、水道水が利用できます）

＊上記の設備に記載されているもの以外は貸出不可です。
＊飲食も持ち込み可能ですが、ゴミはお持ち帰りください。飲酒はご遠慮ください。続きを読む","￥1,400～￥1,600/時間",〜6人,東京都新宿区市谷台町7-1ＨＡＬ２１ビル　２階　,4.82,https://cdnspacemarket.com/uploads/attachments/98621/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
99,ドラマや映画の撮影で使われた隠れ家ラウンジ❣会議や女子会/直前割20%オフ！夜の写真撮影【古民家Kori/神楽坂駅すぐ】,"◆間取り　20.5㎡

◆収容人数12人(椅子と机)
最適8人まで

【同スぺース内：他の会場】
①和室12帖　https://spacemarket.com/spaces/koori/rooms/aIQwAIL5B2Rc0Wjc
②和洋室19帖　https://www.spacemarket.com/spaces/koori/rooms/wahoeMuDezWEuOre
②2階中会議室　https://spacemarket.com/spaces/koori/rooms/yJLf7fedf6A1t4nF
③全館貸切　https://spacemarket.com/spaces/koori/rooms/ZR5r4LVNLwRA1Zfd

■設備
・ホワイトボード(要予約）
・ＤＶＤプレイヤー（要予約）
・プロジェクター・スクリーン（要予約：無料）
・Bluetoothスピーカー(1台)とスピーカー(1台)（要予約：無料）
・有線マイク(3台)とアンプ（要予約：無料）
・Deco Wifi

■食器
・各種グラス(100円/個)
・割りばし(人数分/無料)
・各種お皿(50円/枚)
・紙コップ(人数分/無料)

■調理器具(無料)
・各種お鍋
・フライ返し
・お玉
・ナイフなど

■調理家電
・オーブンレンジ(1台/無料)
・湯沸しポット(1点/無料)
・ホットプレート(1点/100円)
・鍋セット(一式)(２点迄/250円)
・IHヒーターとフライパン　菜箸のセット(1点/100円)

■サービス
・コーヒーメーカーにて飲み放題(お部屋料金　14300円以上）
・冷蔵庫にてドリンクなどのお預かりサービス
・ネスカフェ・ドルチェグスト
・氷(１００円で使い放題！）

English Available. Please contact us for more details.続きを読む","￥1,600～￥2,500/時間, ￥16,000/日",〜10人,東京都新宿区天神町17番地,4.81,https://cdnspacemarket.com/uploads/drawings/526/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
100,＜プラティークスペース＞⭐2部屋あり⭐撮影/教室/ボードゲーム♪19名収容/wifi/モニター無料,"【ご利用用途】 
・ロケ撮影・収録スタジオ 
・YouTube、TikTokの撮影
・コスプレ撮影
・ボードゲーム会
・会議、打ち合わせ、各種ミーティング 
・勉強会、セミナー、レッスン、教室
・面談、面接 
・SOHOの拠点 
・ギャラリー
※ただし大音量や振動を伴う行為はご遠慮ください 


【設備・備品】
Wi-Fi（IPV6プラス光接続でyoutubeライブも安定配信可能）

〇リビング
43インチDVD/BDプレーヤ内蔵TV
Blue toothスピーカー
調光照明（Hue)
小形LEDライト(3000lm)
三脚
自撮り棒三脚
空気清浄機
USB充電口付延長コード
iPhone Lightningケーブル、Micro USBケーブル
LED付き卓上化粧鏡
ローテーブル2つ
カウンターチェア４脚
折り畳みチェア４脚
ソファー
パーテーション
ホワイトボード（90×60cm）

〇会議室
42インチ４Kモニター
キャスター付きホワイトボード（縦90×横120cm）
ケーブル類（MAC(MINI　Display　Port）、MINI　HDMI、HDMI,アナログDSUB）
3人掛けテーブル2つ
椅子6脚
キャスター付スタンドミラー
空気清浄機
延長コード
Blu-rayプレーヤー
クローゼット
文房具類

〇キッチン【有料】
IH卓上ヒーター（揚げ物、天ぷらは禁止）
中型冷蔵庫
電子レンジ
電気ケトル
食器乾燥機
グラス20
ワイングラス3
小鉢15
小皿15
中皿3
大皿4
まな板3
包丁2
パン包丁1
さえばし6
トング2
ピーラー2
キッチンバサミ1
穴あきおたま1
おたま1
フライ返し2
泡立て器1
網じゃくし3
ざる1
計量カップ2
スプーン16
フォーク16
ナイフ16
ティースプーン16
箸15
栓抜き・缶切り
おろし器
鍋敷き1
フライパン1
鍋2続きを読む","￥1,000～￥2,500/時間, ￥3,600/4時間～￥12,000/4時間, ￥10,800～￥23,000/日",〜19人,東京都新宿区中落合1-4-5,4.51,https://cdnspacemarket.com/uploads/drawings/783/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
101,新宿　四谷　各種撮影、コスプレ撮影、　本物アンティーク家具使用　お1人様から10名様まで,"各種撮影、コスプレ撮影、ロケ撮影、ストック撮影、各種イベント、パーティー等に幅広くご利用頂けます。

非日常なおしゃれな空間で、インスタ、SNS等にも。

着換えスペースもあって、コスプレ撮影に人気。

45リットル冷蔵庫、電子レンジ、ストロボ照明（要問合せ）、レフ板（要問合せ）、テレビモニター（HDMI端子、ケーブル付）、DVDデッキ、CDプレーヤー、クッキングヒーター、鍋フライパン、グラス10脚程度、カトラリー10名様分程度、お皿10枚程度、取皿10枚程度続きを読む","￥3,500/時間, ￥15,000/日",〜10人,東京都新宿区荒木町15サンシャトー四谷　４０２,4.75,https://cdnspacemarket.com/uploads/attachments/274271/image.jpg?fit=crop&width=1200&height=800&bg-color=9c9c9c
